Name,Platform,Year,Genre,Publisher,Global_Sales
'EA Sports Active: More Workouts',Wii,2009,Sports,'Electronic Arts',1.16
'Fallout: New Vegas',PC,2010,Role-Playing,'Bethesda Softworks',1.16
'Need for Speed: Most Wanted',PSV,2012,Racing,'Electronic Arts',1.16
'Final Fantasy Tactics: The War of the Lions',PSP,2007,Role-Playing,'Square Enix',1.16
'Midnight Club 3: DUB Edition Remix',PS2,2006,Racing,'Take-Two Interactive',1.16
'Tom Clancy Ghost Recon: Jungle Storm',PS2,2004,Shooter,Ubisoft,1.16
SingStar,PS3,2007,Misc,'Sony Computer Entertainment',1.16
'Bushido Blade',PS,1997,Fighting,'Sony Computer Entertainment',1.16
'LEGO Star Wars III: The Clone Wars',DS,2011,Action,LucasArts,1.16
'NASCAR Thunder 2002',PS2,2001,Racing,'Electronic Arts',1.16
'Jet Force Gemini',N64,1999,Shooter,Nintendo,1.16
'Mega Man X',SNES,1993,Platform,Capcom,1.16
'Yu-Gi-Oh! The Sacred Cards (American and Others sales)',GBA,2002,Role-Playing,'Konami Digital Entertainment',1.16
'Sega Rally Championship',SAT,1995,Racing,Sega,1.16
'Test Drive: Off Road',PS,1997,Racing,'Eidos Interactive',1.16
'Medal of Honor Heroes 2',PSP,2007,Shooter,'Electronic Arts',1.16
'Sniper: Ghost Warrior',X360,2010,Shooter,'City Interactive',1.16
Rocksmith,PS3,2011,Misc,Ubisoft,1.16
'LEGO Star Wars: The Video Game',XB,2005,Action,'Eidos Interactive',1.16
'FIFA Soccer 10',PSP,2009,Sports,'Electronic Arts',1.16
'Plants vs. Zombies: Garden Warfare',X360,2014,Shooter,'Electronic Arts',1.16
'Worldwide Soccer Manager 2009',PC,2008,Simulation,Sega,1.15
'Omerta: City of Gangsters',PS3,2011,Simulation,'Konami Digital Entertainment',1.15
'Gauntlet: Dark Legacy',PS2,2001,Action,'Midway Games',1.15
'Ninja Gaiden Sigma',PS3,2007,Action,'Eidos Interactive',1.15
'Bad Boys: Miami Takedown',PS2,2004,Shooter,'Empire Interactive',1.15
Kaboom!,2600,1980,Misc,Activision,1.15
'Red Dead Redemption: Undead Nightmare',PS3,2010,Action,'Take-Two Interactive',1.15
'Sonic and the Black Knight',Wii,2009,Platform,Sega,1.15
'Call of Duty 4: Modern Warfare',PC,2007,Shooter,Activision,1.15
Qix,GB,1990,Puzzle,Nintendo,1.15
'Derby Stallion III',SNES,1995,Sports,'ASCII Entertainment',1.15
Doraemon,NES,1986,Action,'Hudson Soft',1.15
'High School Musical 2: Work This Out!',DS,2008,Misc,'Disney Interactive Studios',1.15
'Ratchet & Clank: All 4 One',PS3,2011,Platform,'Sony Computer Entertainment',1.15
'Donkey Konga',GC,2003,Misc,Nintendo,1.15
'Fight Night Champion',PS3,2011,Fighting,'Electronic Arts',1.15
'Dragon Quest I & II',SNES,1993,Role-Playing,'Enix Corporation',1.15
'Tak and the Power of Juju',PS2,2003,Platform,THQ,1.15
Asteroids,PS,1998,Shooter,Success,1.15
'Puyo Puyo Sun Ketteiban',PS,1997,Puzzle,Compile,1.15
'Pokemon Rumble Blast',3DS,2011,Action,Nintendo,1.14
'Action Bass',PS,2000,Action,'Take-Two Interactive',1.14
'Tenchu: Wrath of Heaven',PS2,2003,Action,Activision,1.14
'Shadow of the Colossus',PS2,2005,Action,'Sony Computer Entertainment',1.14
'Brave Fencer Musashi',PS,1998,Role-Playing,SquareSoft,1.14
'Hot Shots Golf: Out of Bounds',PS3,2007,Sports,'Sony Computer Entertainment',1.14
'Dance Dance Revolution Extreme 2',PS2,2005,Simulation,'Konami Digital Entertainment',1.14
'Mirror Edge',PS3,2008,Platform,'Electronic Arts',1.14
'Rabbids Go Home',Wii,2009,Platform,Ubisoft,1.14
'South Park',N64,1998,Shooter,'Acclaim Entertainment',1.14
Commando,NES,1986,Action,Capcom,1.14
Pilotwings,SNES,1990,Simulation,Nintendo,1.14
'Resident Evil - Code: Veronica',DC,2000,Action,'Eidos Interactive',1.14
'Super R.C. Pro-Am',GB,1991,Racing,Nintendo,1.14
'The Lord of the Rings: The Return of the King',XB,2003,Action,'Electronic Arts',1.14
'LEGO Star Wars: The Video Game',GBA,2005,Action,'Eidos Interactive',1.14
'Royal Palace of White Sword and The City of Gentiles',PS2,2005,Role-Playing,'Take-Two Interactive',1.14
'Guitar Hero 5',X360,2009,Misc,Activision,1.14
'Mobile Suit Gundam: Federation vs. Zeon',PS2,2001,Simulation,Atari,1.14
'Need for Speed Underground 2',GC,2004,Racing,'Electronic Arts',1.14
MechAssault,XB,2002,Simulation,'Microsoft Game Studios',1.13
'ModNation Racers',PS3,2010,Racing,'Sony Computer Entertainment',1.13
'LEGO Star Wars III: The Clone Wars',3DS,2011,Action,LucasArts,1.13
'Derby Stallion 99',PS,1999,Sports,'ASCII Entertainment',1.13
Cars,GBA,2006,Racing,THQ,1.13
'Fantasy Life',3DS,2012,Role-Playing,Nintendo,1.13
'Tom Clancy Rainbow Six 3: Black Arrow',XB,2004,Shooter,Ubisoft,1.13
'WWE 2K15',PS4,2014,Sports,'Take-Two Interactive',1.13
'Donkey Kong',NES,1983,Platform,Nintendo,1.13
'Jampack Winter 98',PS,1998,Misc,'Sony Computer Entertainment',1.13
'WWE 2K14',X360,2013,Sports,'Take-Two Interactive',1.13
'Alien: Isolation',PS4,2014,Shooter,Sega,1.13
'Yakuza 3',PS3,2009,Action,Sega,1.13
'Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)',GBA,2005,Role-Playing,Nintendo,1.13
'The Beatles: Rock Band',PS3,2009,Misc,'MTV Games',1.13
'Dragon Age II',X360,2011,Action,'Electronic Arts',1.12
'Moon Patrol',2600,1982,Shooter,Atari,1.12
'Supercar Street Challenge',PS2,2001,Racing,Activision,1.12
'Pilotwings 64',N64,1996,Simulation,Nintendo,1.12
'Crackdown 2',X360,2010,Shooter,'Microsoft Game Studios',1.12
'Final Fantasy XIV: A Realm Reborn',PS3,2013,Role-Playing,'Square Enix',1.12
'Castlevania: Lords of Shadow',PS3,2010,Action,'Konami Digital Entertainment',1.12
Rocksmith,X360,2011,Misc,Ubisoft,1.12
'Disney Infinity 2.0: Marvel Super Heroes',X360,2014,Action,'Disney Interactive Studios',1.12
'SOCOM: U.S. Navy SEALs Fireteam Bravo',PSP,2005,Shooter,'Sony Computer Entertainment',1.12
'Call Of Duty 2: Big Red One',XB,2005,Shooter,Activision,1.12
'Yoshi Cookie',NES,1992,Puzzle,Nintendo,1.12
'Guitar Hero 5',PS2,2009,Misc,Activision,1.12
'Worldwide Soccer Manager 2008',PC,2007,Sports,Russel,1.12
'Spider-Man 2',XB,2004,Action,Activision,1.12
Counter-Strike,XB,2003,Shooter,'Microsoft Game Studios',1.11
'Mad Max (2015)',PS4,2015,Action,'Warner Bros. Interactive Entertainment',1.11
GRID,PS3,2008,Racing,Codemasters,1.11
'Guitar Hero Encore: Rocks The 80s',PS2,2007,Misc,RedOctane,1.11
'Sunset Overdrive',XOne,2014,Shooter,'Microsoft Game Studios',1.11
'Rock Band',PS2,N/A,Misc,'Electronic Arts',1.11
'Tom Clancy Splinter Cell: Chaos Theory',XB,2005,Action,Ubisoft,1.11
'Donkey Kong Jr.',NES,1983,Platform,Nintendo,1.11
'Arc the Lad',PS,1995,Role-Playing,'Sony Computer Entertainment',1.11
'NBA Jam Tournament Edition',GEN,1994,Sports,'Acclaim Entertainment',1.11
'Need for Speed: ProStreet',Wii,2007,Racing,'Electronic Arts',1.11
'Pikmin 3',WiiU,2013,Strategy,Nintendo,1.11
'Legend of Mana',PS,1999,Role-Playing,SquareSoft,1.11
'Lumines: Puzzle Fusion',PSP,2004,Puzzle,Ubisoft,1.11
'Toy Story 3: The Video Game',PS3,2010,Action,'Disney Interactive Studios',1.11
'Guitar Hero 5',PS3,2009,Misc,Activision,1.1
Megamania,2600,1981,Shooter,Activision,1.1
'Medal of Honor: Airborne',X360,2007,Shooter,'Electronic Arts',1.1
'The Legend of Zelda: Tri Force Heroes',3DS,2015,Action,Nintendo,1.1
'Jungle Hunt',2600,1982,Platform,Atari,1.1
'Triple Play 98',PS,1997,Sports,'Electronic Arts',1.1
'LEGO The Lord of the Rings',PS3,2012,Action,'Warner Bros. Interactive Entertainment',1.1
'Petz Dogz 2',DS,2007,Simulation,Ubisoft,1.1
'WWE SmackDown vs. Raw 2011',PS3,2010,Fighting,THQ,1.1
'Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories',GB,1999,Strategy,'Konami Digital Entertainment',1.1
'Lode Runner',NES,1984,Puzzle,'Hudson Soft',1.1
'The Final Fantasy Legend',GB,1989,Role-Playing,SquareSoft,1.1
'Famicom Jump: Eiyuu Retsuden',NES,1989,Role-Playing,'Namco Bandai Games',1.1
'F-Zero X',N64,1998,Racing,Nintendo,1.1
Popeye,NES,1983,Platform,Nintendo,1.1
'NERF N-Strike',Wii,2008,Shooter,'Electronic Arts',1.1
'NBA Live 2001',PS2,2001,Sports,'Electronic Arts',1.1
'SingStar Legends',PS2,2006,Misc,'Sony Computer Entertainment',1.1
'SingStar Rocks!',PS2,2006,Misc,'Sony Computer Entertainment',1.1
'Tales of Symphonia',GC,2003,Role-Playing,Nintendo,1.1
'Untold Legends: Brotherhood of the Blade',PSP,2005,Role-Playing,Activision,1.1
'Star Ocean: The Second Story',PS,1998,Role-Playing,'Sony Computer Entertainment',1.1
'Lightning Returns: Final Fantasy XIII',PS3,2013,Role-Playing,'Square Enix',1.1
'Star Wars: The Force Unleashed',PSP,2008,Action,LucasArts,1.09
'Imagine: Babysitters',DS,2008,Simulation,Ubisoft,1.09
'The Simpsons Game',PSP,2007,Action,'Electronic Arts',1.09
'Yakuza 2',PS2,2006,Adventure,Sega,1.09
'Skate 2',X360,2009,Sports,'Electronic Arts',1.09
'Dragon Ball Z: The Legacy of Goku II',GBA,2003,Role-Playing,Atari,1.09
'Virtua Fighter 5',PS3,2007,Fighting,Sega,1.09
'NFL 2K1',DC,2000,Sports,Sega,1.09
BeatMania,PS,1998,Simulation,'Konami Digital Entertainment',1.09
'Namco Museum Battle Collection',PSP,2005,Misc,'Sony Computer Entertainment',1.09
'LEGO Star Wars II: The Original Trilogy',DS,2006,Action,LucasArts,1.09
'Madden NFL 2004',XB,2003,Sports,'Electronic Arts',1.09
'Empire: Total War',PC,2009,Strategy,Sega,1.09
'The Godfather',PS2,2006,Action,'Electronic Arts',1.09
'Tiger Woods PGA Tour 10',Wii,2009,Sports,'Electronic Arts',1.09
'Star Wars: Bounty Hunter',PS2,2002,Shooter,LucasArts,1.09
'Densha De Go!',PS,1997,Simulation,Taito,1.09
'Dante Inferno',PS3,2010,Action,'Electronic Arts',1.09
'Sonic & Sega All-Stars Racing',DS,2010,Racing,Sega,1.09
'Skylanders Giants',PS3,2012,Action,Activision,1.09
'Endless Ocean',Wii,2007,Adventure,Nintendo,1.09
'NFL Blitz 2000',PS,1998,Sports,'Midway Games',1.09
'Sonic Free Riders',X360,2010,Racing,Sega,1.09
'NASCAR Thunder 2004',PS2,2003,Racing,'Electronic Arts',1.08
'Prince of Persia',PS3,2008,Action,Ubisoft,1.08
'SpongeBob SquarePants: Revenge of the Flying Dutchman',PS2,2002,Platform,THQ,1.08
'Grand Theft Auto V',PC,2015,Action,'Take-Two Interactive',1.08
'The Biggest Loser',Wii,2009,Sports,THQ,1.08
'Fisherman Bass Club',PS2,2002,Sports,Agetec,1.08
'MySims Agents',DS,2009,Adventure,'Electronic Arts',1.08
'Resident Evil: The Darkside Chronicles',Wii,2009,Action,Capcom,1.08
'NCAA Football 13',X360,2012,Action,'Electronic Arts',1.08
'Grand Theft Auto: Chinatown Wars',PSP,2009,Action,'Take-Two Interactive',1.08
'FIFA Soccer 11',Wii,2010,Sports,'Electronic Arts',1.08
'The Orange Box',PS3,2007,Shooter,'Electronic Arts',1.08
Joust,2600,1982,Platform,Atari,1.08
'Tomb Raider: Underworld',X360,2008,Action,'Eidos Interactive',1.08
'Tom Clancy Ghost Recon 2',PS2,2004,Shooter,Ubisoft,1.08
'DiRT 3',PS3,2011,Racing,Codemasters,1.08
'LEGO City Undercover',WiiU,2013,Platform,Nintendo,1.08
'Spore Creatures',DS,2008,Simulation,'Electronic Arts',1.08
'Ready 2 Rumble Boxing',PS,1998,Sports,'Midway Games',1.08
'Dragon Ball Z: Taiketsu',GBA,2003,Fighting,Atari,1.08
'Disney Lilo & Stitch',GBA,2002,Platform,Ubisoft,1.08
'Star Fox: Assault',GC,2005,Shooter,Nintendo,1.08
'Naruto: Ultimate Ninja Storm',PS3,2008,Fighting,'Namco Bandai Games',1.08
'Marvel vs. Capcom 3: Fate of Two Worlds',X360,2011,Fighting,Capcom,1.08
'NCAA Football 14',X360,2013,Sports,'Electronic Arts',1.07
'Doko Demo Issyo',PS,1999,Misc,'Sony Computer Entertainment',1.07
'Call of Duty 3',PS2,2006,Shooter,Activision,1.07
'Imagine: Fashion Designer New York',DS,2008,Simulation,Ubisoft,1.07
'Red Dead Redemption: Undead Nightmare',X360,2010,Action,'Take-Two Interactive',1.07
'Bully: Scholarship Edition',X360,2008,Action,'Take-Two Interactive',1.07
'Virtua Fighter',SAT,1994,Fighting,Sega,1.07
'Championship Manager 99/00',PC,1999,Sports,'Eidos Interactive',1.07
'WWE SmackDown vs. Raw 2010',PS2,2009,Fighting,THQ,1.07
'Pro Evolution Soccer 2008',X360,2007,Sports,'Konami Digital Entertainment',1.07
'Super Princess Peach',DS,2005,Platform,Nintendo,1.07
'NHL 99',PS,1997,Sports,'Electronic Arts',1.07
'SoulCalibur III',PS2,2005,Fighting,'Namco Bandai Games',1.07
'Skylanders SWAP Force',PS3,2013,Platform,Activision,1.07
'F1 2012',PS3,2012,Racing,Codemasters,1.07
'World Tour Soccer',PSP,2005,Sports,'Sony Computer Entertainment',1.07
'Disney Universe',Wii,2011,Action,'Disney Interactive Studios',1.07
'Ridge Racer Revolution',PS,1995,Racing,'Sony Computer Entertainment',1.07
'LEGO Pirates of the Caribbean: The Video Game',X360,2011,Action,'Disney Interactive Studios',1.07
'Hot Wheels Turbo Racing',PS,1999,Racing,'Electronic Arts',1.07
'NCAA Football 99',PS,1998,Sports,'Electronic Arts',1.06
'Mortal Kombat: Armageddon',PS2,2006,Fighting,'Midway Games',1.06
'Aliens vs Predator',X360,2010,Shooter,Sega,1.06
Freekstyle,PS2,2002,Racing,'Electronic Arts',1.06
'Junior Brain Trainer',DS,2008,Misc,GSP,1.06
Darksiders,X360,2010,Action,THQ,1.06
DiRT,PS3,2007,Racing,Codemasters,1.06
'Call of Duty 4: Modern Warfare',DS,2007,Shooter,Activision,1.06
'Simple 1500 Series Vol. 1: The Mahjong',PS,1998,Misc,D3Publisher,1.06
'Sega Superstars Tennis',Wii,2008,Sports,Sega,1.06
'NBA Street V3',PS2,2005,Sports,'Electronic Arts',1.06
'Sleeping Dogs',PS3,2012,Action,'Square Enix',1.06
'Mercenaries 2: World in Flames',X360,2008,Shooter,'Electronic Arts',1.06
'Worms Armageddon',PS,1999,Strategy,Microprose,1.06
Hulk,PS2,2003,Action,'Universal Interactive',1.06
'LEGO Indiana Jones: The Original Adventures',PS3,2008,Action,Activision,1.06
'NFL Blitz',N64,1998,Sports,'Midway Games',1.06
'NFL Quarterback Club 98',N64,1997,Sports,'Acclaim Entertainment',1.06
'DJ Hero',X360,2009,Misc,Activision,1.06
'Dora the Explorer: Dora Saves the Mermaids',DS,2007,Platform,'Take-Two Interactive',1.06
'Diablo II: Lord of Destruction',PC,2001,Role-Playing,'Vivendi Games',1.06
'Naruto Shippuden: Ultimate Ninja Storm 4',PS4,2016,Fighting,'Namco Bandai Games',1.06
'Spider-Man 2',GBA,2004,Action,Activision,1.06
'Virtua Tennis 3',PS3,2007,Sports,Sega,1.06
'Seek and Destroy',PS2,2002,Racing,'Play It',1.06
Warhawk,PS3,2007,Simulation,'Sony Computer Entertainment',1.06
'Apollo Justice: Ace Attorney',DS,2007,Adventure,Capcom,1.06
'Assassin Creed: Rogue',X360,2014,Action,Ubisoft,1.05
'Cosmic Ark',2600,1981,Shooter,Imagic,1.05
'SOCOM: U.S. Navy SEALs Fireteam Bravo 2',PSP,2006,Shooter,'Sony Computer Entertainment',1.05
'Skylanders: Trap Team',Wii,2014,Action,Activision,1.05
'Aliens vs Predator',PS3,2010,Shooter,Sega,1.05
Defender,2600,1980,Misc,Atari,1.05
'Dance on Broadway',Wii,2010,Misc,Ubisoft,1.05
'Adventure Island',NES,1986,Platform,'Hudson Soft',1.05
'Arc the Lad II',PS,1996,Role-Playing,'Sony Computer Entertainment',1.05
'Tag Team Match M.U.S.C.L.E.',NES,1985,Fighting,'Namco Bandai Games',1.05
'Derby Stallion 96',SNES,1996,Sports,'ASCII Entertainment',1.05
'UFC Undisputed 3',PS3,2012,Action,THQ,1.05
'NBA 2K3',PS2,2002,Sports,Sega,1.05
'Dragon Ball: XenoVerse',PS4,2015,Fighting,'Namco Bandai Games',1.05
'The Simpsons: Road Rage',XB,2001,Racing,'Electronic Arts',1.05
'Dave Mirra Freestyle BMX',PS,2000,Sports,'Acclaim Entertainment',1.05
'Imagine: Animal Doctor',DS,2007,Simulation,Ubisoft,1.05
'WWE SmackDown vs. Raw 2010',X360,2009,Fighting,THQ,1.05
'Forza Motorsport',XB,2005,Racing,'Microsoft Game Studios',1.05
'Sonic the Hedgehog',X360,2006,Platform,Sega,1.05
'MySims Agents',Wii,2009,Adventure,'Electronic Arts',1.05
'Monster Rancher 2',PS,1998,Simulation,'Sony Computer Entertainment',1.05
'Pokemon Conquest',DS,2012,Role-Playing,Nintendo,1.05
'The Simpsons Game',X360,2007,Action,'Electronic Arts',1.05
'Guinness World Records: The Videogame',Wii,2008,Action,'Warner Bros. Interactive Entertainment',1.04
'MVP Baseball 2003',PS2,2003,Sports,'Electronic Arts',1.04
'Legacy of Kain: Soul Reaver',PS,N/A,Action,'Eidos Interactive',1.04
'Dragon Ball Z: Budokai Tenkaichi 3',Wii,2007,Fighting,Atari,1.04
'Disney Tangled',DS,2010,Action,'Disney Interactive Studios',1.04
'Tales of Destiny',PS,1997,Role-Playing,'Namco Bandai Games',1.04
'ATV: Quad Power Racing',PS,2000,Racing,'Acclaim Entertainment',1.04
'Disney Fairies: Tinker Bell and the Lost Treasure',DS,2009,Adventure,'Disney Interactive Studios',1.04
'Mega Man X4',PS,1996,Action,'Virgin Interactive',1.04
'Naruto: Clash of Ninja 2',GC,2003,Fighting,Nintendo,1.04
'Dance Dance Revolution SuperNOVA',PS2,2006,Simulation,'Konami Digital Entertainment',1.04
